setting,seed,rep_index,model,n,p,sigma_a,sigma_e,beta_preset,alpha,k,true_k,lam,snr,algo_a,algo_b,mse_cocolasso_max,mse_reweighted_frobenius,pe_cocolasso_max,pe_reweighted_frobenius,time_cocolasso_max,time_reweighted_frobenius,mse_diff,pe_diff,time_diff,speedup,noise_level,sparsity
cs_sigma1.0_weak_sparse_a1.5,24,24,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.101735279658339,7.974850833630118,4.23739506872849,4.15969675038249,18.308775926940143,9.889922477072105,0.12688444602822102,0.07769831834600005,8.418853449868038,1.85125575750321,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,25,25,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,6.684058191698586,6.50960015717445,3.412073202907632,3.3190315155784678,19.72087279916741,10.640629868023098,0.174458034524136,0.09304168732916418,9.080242931144312,1.8533557734614927,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,26,26,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,7.383782208975544,7.368940174676853,3.752786826326022,3.744640083691293,17.68600342492573,10.356817675055936,0.014842034298690798,0.00814674263472881,7.329185749869794,1.7076677392440636,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,27,27,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,9.019905598786924,9.02137575244534,4.687335341963958,4.68352846360228,18.171918152133003,9.198013689019715,-0.0014701536584169617,0.0038068783616775903,8.973904463113287,1.9756350410552268,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,28,28,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.853299608374012,8.710423426672236,4.7021984731455,4.611869291118904,18.28805863391608,9.19692243495956,0.14287618170177652,0.09032918202659612,9.09113619895652,1.988497648343654,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,29,29,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.054927326518392,7.86694973533901,4.215936476234276,4.102698495397979,17.56551644182764,7.108571992022917,0.18797759117938195,0.11323798083629733,10.456944449804723,2.4710330656479638,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,30,30,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,11.856695411443969,11.984505707257313,5.9878174030989815,6.045662339786694,18.252121709054336,12.618404277949594,-0.1278102958133438,-0.05784493668771251,5.633717431104742,1.446468294010008,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,31,31,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,9.911002964496836,9.88261162167257,5.032987201371082,5.027351866743524,18.512609304161742,10.021525358082728,0.02839134282426592,0.005635334627557498,8.491083946079014,1.847284584200612,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,32,32,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.883477470266989,8.788556787117754,4.795948655163782,4.735568145957476,18.52002127701417,10.553946165018717,0.09492068314923507,0.06038050920630589,7.966075111995453,1.7547958827380779,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,33,33,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.020342155891475,7.712668690829355,4.036090103274409,3.879044785330161,18.64667397388257,9.375253945006987,0.3076734650621198,0.15704531794424836,9.271420028875584,1.9889246822816247,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,34,34,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.819151074770872,8.661076632862368,4.426064167659586,4.346392020693941,18.60862211813219,9.102515800041148,0.15807444190850362,0.0796721469656454,9.50610631809104,2.044338348530861,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,35,35,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,7.393668224033529,7.191934364773563,3.871993478366303,3.7527059339522784,18.28795813792385,10.258031382923946,0.20173385925996623,0.11928754441402445,8.029926754999906,1.7827941303013501,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,36,36,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,11.0297255825832,11.07294715922848,5.541989678219973,5.561523137456484,17.6458686478436,6.803600885905325,-0.043221576645279924,-0.019533459236511064,10.842267761938274,2.5936072594145916,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,37,37,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,7.9723701975108305,7.796619094645156,4.221309478283255,4.117694438823447,18.753029959043488,9.015144251985475,0.1757511028656742,0.10361503945980832,9.737885707058012,2.0801697049842947,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,38,38,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.780016419111263,8.711899424462262,4.451501163666213,4.416317012871357,20.271366586908695,11.456853598938324,0.06811699464900123,0.035184150794856706,8.814512987970371,1.7693659443101541,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,39,39,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.892551777135193,8.979784072490437,4.628347534428681,4.664291251529167,18.45106314006261,11.38061352306977,-0.08723229535524446,-0.03594371710048616,7.070449616992843,1.621271393028175,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,40,40,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,7.963613417689335,7.914035315899519,4.261211941085688,4.222533109673247,16.88460850296542,10.001869454979897,0.04957810178981603,0.038678831412441106,6.882739047985524,1.6881452591403932,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,41,41,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,7.107631035868889,6.91329949901987,3.8502267762062714,3.733719882348736,17.998919252073392,8.394415013957769,0.1943315368490186,0.11650689385753532,9.604504238115624,2.1441540860376556,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,42,42,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,11.265703971975553,11.30340753396855,5.962506680814941,5.9617604416913,19.41501104994677,9.264712680946104,-0.037703561992996626,0.0007462391236403576,10.150298369000666,2.0955869565038823,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,43,43,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,7.865651767133739,7.610095761634486,4.100262807993431,3.963606363809087,20.33104873402044,10.46538019599393,0.25555600549925295,0.1366564441843443,9.865668538026512,1.9426956644922482,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,44,44,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.001113268686273,8.0919628607651,4.326995751290562,4.368171420027506,17.373669726075605,9.615684430929832,-0.09084959207882726,-0.041175668736944004,7.757985295145772,1.8068053138465547,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,45,45,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,10.879954763045776,10.984230301127209,5.617256116818678,5.662960608420786,17.259117865003645,10.907085004961118,-0.10427553808143308,-0.0457044916021081,6.352032860042527,1.5823767630996997,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,46,46,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,6.037054797579215,6.44624927082474,3.159267177102784,3.373856312250648,18.414321282180023,9.4622692320263,-0.4091944732455257,-0.21458913514786415,8.952052050153723,1.946078771448853,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,47,47,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,7.340820989890631,7.135964966291264,3.694919484768069,3.589243437566941,19.842961787013337,9.49289474496618,0.2048560235993664,0.10567604720112778,10.350067042047158,2.0902961973254275,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,48,48,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.904814761432844,8.932223517415489,5.054325977212174,5.057280399607058,20.089237450854853,9.520387390977705,-0.027408755982644806,-0.002954422394884304,10.568850059877148,2.1101281519167014,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,49,49,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,7.665944417384122,7.485805046644611,3.907896574211033,3.809711952337982,16.73541265213862,12.738747959956529,0.1801393707395107,0.0981846218730511,3.996664692182092,1.313740777723632,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,50,50,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.40180031295775,8.393902715527382,4.633901277439415,4.620804572882618,17.519837446976453,8.801066907937638,0.007897597430368108,0.013096704556796901,8.718770539038815,1.990649273575616,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,51,51,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.183074594499828,8.05489205541502,4.167901768805399,4.10125286839805,18.58508286904544,9.604002793086693,0.1281825390848077,0.06664890040734939,8.981080075958747,1.9351392611447022,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,52,52,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,10.027425800506524,9.96933743600995,5.9129231432827805,5.885574288454786,20.140636765863743,9.430168874096124,0.05808836449657484,0.027348854827994096,10.71046789176762,2.135766287408529,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,53,53,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,7.235308464514643,7.186837758398908,3.656151543126174,3.628055127013994,20.3288059940096,10.558027307037264,0.048470706115734785,0.02809641611218039,9.770778686972335,1.9254360121288754,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,54,54,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,7.276196874069095,7.021152511110419,3.787630266547983,3.643255395189735,16.429541314020753,8.123703366029076,0.2550443629586763,0.14437487135824778,8.305837947991677,2.02242014186833,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,55,55,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,11.046965259573698,11.24195177415626,5.523674361361169,5.621301643118063,17.209875907050446,10.111099853063934,-0.19498651458256155,-0.0976272817568935,7.098776053986512,1.7020775343085346,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,56,56,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,7.075808840272452,6.918294502937568,3.646674377121944,3.5479483245335435,17.84989001508802,6.624083683011122,0.15751433733488351,0.09872605258840039,11.2258063320769,2.6946957298966314,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,57,57,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,10.876592555639007,10.760327588273269,5.498717565921509,5.441845044981,20.016646197997037,11.83817075996194,0.11626496736573877,0.056872520940508764,8.178475438035097,1.6908563496731812,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,58,58,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.66318841348592,8.484127754276003,4.46302337691601,4.364373714225233,20.01494745304808,8.520370276994072,0.17906065920991665,0.09864966269077691,11.494577176054008,2.3490701462928927,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,59,59,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,7.904217399154794,7.605871000127571,4.245209291503793,4.087987422887687,16.57355641783215,8.13513199298177,0.2983463990272224,0.157221868616106,8.438424424850382,2.03728180835053,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,60,60,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,9.535670574339148,9.488177702252312,4.828015967853504,4.806253270021626,17.39659164007753,11.392686082981529,0.04749287208683661,0.021762697831877453,6.003905557096003,1.5269964882175309,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,61,61,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,10.458827665226366,10.502893440715171,5.311089399256645,5.334740167519292,18.79674520296976,11.801349404035136,-0.044065775488805414,-0.023650768262647226,6.995395798934624,1.5927623663564054,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,62,62,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,6.543106223327283,6.4565263023762505,3.274567502340978,3.233319736032239,20.12031508493237,11.643962344969625,0.08657992095103229,0.04124776630873894,8.476352739962744,1.7279611947237756,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,63,63,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,6.996341668100058,6.90283839746765,3.507649326264788,3.45810955950554,19.960667538223788,9.97613167099189,0.09350327063240815,0.04953976675924787,9.984535867231898,2.0008424303645116,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,64,64,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,11.2260836990376,11.316584579333782,5.772713480473291,5.810742001240761,16.84324145503342,10.864718956989236,-0.09050088029618131,-0.038028520767469765,5.978522498044185,1.5502694107147819,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,65,65,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,5.261755886851341,5.118455620699595,2.8244205581945594,2.7490271475068404,16.94342531496659,11.953326671966352,0.14330026615174596,0.07539341068771899,4.990098643000238,1.4174652613404528,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,66,66,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,7.363933564655511,7.1229404062706845,4.166650386060726,4.052819036815477,18.135854493128136,10.813585801050069,0.2409931583848266,0.11383134924524896,7.322268692078067,1.6771360422707358,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,67,67,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,11.078531396239114,11.09406233294886,6.185434366642799,6.181563727429903,19.191326120868325,8.146710700937547,-0.015530936709746257,0.0038706392128959877,11.044615419930778,2.3557146958292914,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,68,68,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.260568443924184,8.051579392364648,4.246416591935384,4.138828153823508,19.798405312933028,8.538833159022033,0.20898905155953607,0.10758843811187635,11.259572153910995,2.3186312396810633,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,69,69,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,9.211641623671236,9.07460077985039,4.607828174751963,4.542782793329957,17.559834345942363,8.750214684056118,0.13704084382084503,0.06504538142200555,8.809619661886245,2.0067889737537947,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,70,70,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.788309740448103,8.735165617303837,4.702186235065101,4.676143883178455,16.24030941980891,8.84030465199612,0.053144123144265976,0.0260423518866455,7.4000047678127885,1.8370757636889679,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,71,71,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,7.732469580423392,7.725147962852392,3.872295967244212,3.8694406489424864,17.408091702032834,9.249758249032311,0.0073216175709998055,0.0028553183017256956,8.158333453000523,1.8820050463323221,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,72,72,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,11.289209387290493,11.342103248411778,6.176479441178155,6.180593239382361,18.397123124916103,8.409740160917863,-0.05289386112128547,-0.004113798204206098,9.98738296399824,2.1875970925251735,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,73,73,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.652885114583981,8.596615699177722,5.048719910162266,5.004536543670799,19.90787498792633,11.0260541299358,0.05626941540625907,0.04418336649146681,8.881820857990531,1.8055303151357054,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,74,74,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,4.388591625688873,4.177271645445943,2.3050561923214,2.183157207061996,16.432140816934407,7.475211462005973,0.21131998024292997,0.12189898525940412,8.956929354928434,2.198217522066572,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,75,75,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,7.927840835126355,7.997762582508563,3.977800595360791,4.0183789039330415,17.632963894866407,7.673555791028775,-0.06992174738220758,-0.04057830857225042,9.959408103837632,2.297886973791377,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,76,76,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,4.650569533971671,4.6662976894752015,2.41355863109396,2.423407216904051,17.820909067988396,7.34174865600653,-0.01572815550353024,-0.00984858581009096,10.479160411981866,2.4273384860987464,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,77,77,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.320542743741397,8.22313369502196,4.377823875687269,4.327783066399216,17.579745864961296,9.18216875102371,0.09740904871943634,0.05004080928805266,8.397577113937587,1.914552688111003,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,78,78,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.35139405585507,8.182557432900156,4.6026864848004925,4.504055872197108,17.465383159928024,8.471572848036885,0.16883662295491497,0.0986306126033849,8.993810311891139,2.0616458682728878,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,79,79,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.701668719857828,8.609675001717072,4.556065450413308,4.500147985869223,18.17839185008779,9.811265200958587,0.09199371814075619,0.05591746454408497,8.367126649129204,1.8528081218629902,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,80,80,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,6.102174842214484,5.939229559259443,3.114121243725996,3.0433267818407272,18.595970846014097,11.330916251055896,0.1629452829550404,0.07079446188526894,7.265054594958201,1.6411709727605825,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,81,81,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.778238234439785,8.619559883418903,5.073515235767446,4.991076480362092,18.158476973883808,11.211294471053408,0.1586783510208818,0.08243875540535406,6.947182502830399,1.6196592659988926,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,82,82,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.27072182717164,8.187050343485259,5.0570825865499245,4.995368703584189,18.03981741401367,7.032226287061349,0.08367148368638055,0.06171388296573532,11.00759112695232,2.5653067289949525,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,83,83,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,9.617883761968072,9.558334411649971,5.157275417252153,5.120846125483696,17.99351298296824,8.84214676299598,0.05954935031810038,0.03642929176845744,9.15136621997226,2.0349710839759356,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,84,84,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,9.075076038087044,8.986118839288185,4.945973271245392,4.886255243286746,17.556191127980128,8.937560060061514,0.08895719879885888,0.059718027958646225,8.618631067918614,1.9643158770403042,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,85,85,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,11.381582665132257,11.438985946516745,5.791199415660341,5.80681507437328,18.13191297487356,9.317539594951086,-0.057403281384488025,-0.015615658712939684,8.814373379922475,1.9459979525816813,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,86,86,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,6.531732330306823,6.49196881359616,3.382939893086921,3.3536413835921337,19.723491688026115,7.738232895033434,0.03976351671066247,0.029298509494787073,11.985258792992681,2.548836660199912,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,87,87,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,5.7570651365229,5.52843887774803,2.937087087886566,2.807847647635782,18.766754681011665,8.45051112701185,0.2286262587748702,0.12923944025078393,10.316243553999815,2.2207833820872915,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,88,88,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,11.376155601194275,11.380407749320293,6.4664675757653365,6.447040974306978,16.276287578046322,8.69484262203332,-0.004252148126017374,0.01942660145835884,7.5814449560130015,1.871947346902071,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,89,89,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,7.399138317348433,7.289530709434677,3.78454887352832,3.725348743814133,17.486800887156278,9.266399687039666,0.10960760791375534,0.05920012971418709,8.220401200116612,1.8871192132597057,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,90,90,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,10.95575191101528,10.92426734638876,5.662160406101434,5.650469637140805,18.561315329978243,10.14943000592757,0.031484564626520495,0.01169076896062915,8.411885324050672,1.828803717956366,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,91,91,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,8.570404418492602,8.440851435573437,5.097070218077737,5.025971594072005,19.582092551048845,8.793251922936179,0.12955298291916506,0.07109862400573164,10.788840628112666,2.226945471671433,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,92,92,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,11.050699881194124,11.222652466400076,5.584486258973506,5.6613459881452695,18.31357472599484,12.0288115440635,-0.17195258520595225,-0.07685972917176365,6.284763181931341,1.5224758205670799,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,93,93,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,7.645160034472142,7.3661874059572146,4.90182033929415,4.750405957377121,16.076103437924758,56.40380130300764,0.27897262851492766,0.1514143819170286,-40.32769786508288,0.28501808506774395,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,94,94,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,10.117067786017047,10.106341013950802,5.127036792146455,5.116717009099813,17.96385486377403,8.912429171963595,0.010726772066245616,0.010319783046641717,9.051425691810437,2.01559580639183,medium,weak α=1.5 (97% in first 3)
cs_sigma1.0_weak_sparse_a1.5,95,95,cs,100,500,1.0,3.0,weak_sparse,1.5,10,3,1.0,0.8937182721336322,cocolasso_max,reweighted_frobenius,9.19415721866554,9.122691519699195,4.619512298468839,4.583903382306206,18.686425431165844,13.31978599797003,0.07146569896634425,0.03560891616263362,5.3666394331958145,1.4029073315452443,medium,weak α=1.5 (97% in first 3)
